thesis gbc, operation = remove, graph nodes = 100, graph edges 555, edge stream size = 20, groups size = 5, number of groups = 5
1, 33.28125, space
2, 33.046875, space
3, 33.046875, space
4, 33.046875, space
5, 33.046875, space
6, 33.046875, space
7, 33.046875, space
8, 33.046875, space
9, 33.046875, space
10, 33.046875, space
11, 33.046875, space
12, 33.046875, space
13, 33.046875, space
14, 33.046875, space
15, 33.046875, space
16, 33.046875, space
17, 33.046875, space
18, 33.046875, space
19, 33.046875, space
20, 33.046875, space
