puzis SotA 2, operation = add, graph nodes = 100, graph edges 535, edge stream size = 20, groups size = 5, number of groups = 5
1, 1.8559813499450684
2, 3.691765308380127
3, 5.565551519393921
4, 7.45476222038269
5, 9.321763038635254
6, 11.112062215805054
7, 12.899436950683594
8, 14.704057216644287
9, 16.508452892303467
10, 18.328248977661133
11, 20.1860032081604
12, 21.990570783615112
13, 23.973668336868286
14, 25.878645420074463
15, 27.704938888549805
16, 29.540546417236328
17, 31.34496569633484
18, 33.13376235961914
19, 34.93832516670227
20, 36.727173805236816
